,Symbol,Sector,MarketCap,Industry,ETF,Name
1390,BSTC,Health Care,313953805.11,Major Pharmaceuticals,N,BioSpecifics Technologies Corp
1391,BSTI,Transportation,3438960000.0,Trucking Freight/Courier Services,N,"BEST Inc. American Depositary Shares, each representing one Class A Ordinary Share"
1392,BSV,,,,Y,Vanguard Short-Term Bond ETF
1393,BSWN,,,,Y,"UBS AG VelocityShares VIX Tail Risk ETN linked to the S&P 500 VIX Futures Tail Risk Index Short Term due July 18, 2046"
1394,BSX,Health Care,37419577838.25,Materials,N,BLACKSTONE MINERALS LIMITED
1395,BT,Public Utilities,36834645022.08,Telecommunications Equipment,N,BT Group plc American Depositary Shares
1396,BTA,n/a,158650959.54,n/a,N,BlackRock Long-Term Municipal Advantage Trust
1397,BTAL,,,,Y,AGFiQ U.S. Market Neutral Anti-Beta Fund
1398,BTC,,,Diversified Financials,N,BTC HEALTH LTD
1399,BTE,Energy,786405992.64,Oil & Gas Production,N,Baytex Energy Corp
1400,BTEC,n/a,49694582.061000004,n/a,Y,Principal Healthcare Innovators Index ETF
1401,BTG,Basic Industries,3077480518.18,Precious Metals,N,B2Gold Corp Common shares (Canada)
1402,BTH,,,Software & Services,N,BIGTINCAN HOLDINGS LIMITED
1403,BTI,Consumer Non-Durables,159132245329.12,Farming/Seeds/Milling,N,British American Tobacco p.l.c.
1404,BTN,Miscellaneous,68476190.0,Industrial Machinery/Components,N,"Ballantyne Strong, Inc"
1405,BTO,n/a,740777422.5,n/a,N,John Hancock Financial Opportunities Fund
1406,BTT,n/a,1556057951.97,Diversified Financials,N,BT INVESTMENT MANAGEMENT LIMITED
1407,BTU,Energy,5256000000.0,Coal Mining,N,Peabody Energy Corporation Common Stock 
1408,BTU$,,,,N,Peabody Energy Corporation Series A Convertible Preferred Stock
1409,BTU^,n/a,0.0,n/a,N,Peabody Energy Corporation
1410,BTX,Health Care,337462618.36,Biotechnology: Biological Products (No Diagnostic Substances),N,"BioTime, Inc."
1413,BTZ,n/a,1422136256.96,n/a,N,BlackRock Credit Allocation Income Trust
1414,BUB,,,"Food, Beverage & Tobacco",N,BUBS AUSTRALIA LIMITED
1415,BUD,Consumer Non-Durables,186465935252.88,Software & Services,N,Anheuser-Busch Inbev SA
1416,BUFF,Consumer Non-Durables,6599893219.4,Packaged Foods,N,"Blue Buffalo Pet Products, Inc."
1417,BUG,,,"Food, Beverage & Tobacco",N,BUDERIM GROUP LIMITED
1418,BUI,n/a,360277929.10400003,n/a,N,"BlackRock Utility, Infrastructure & Power Opportun"
1419,BUL,,,Energy,N,BLUE ENERGY LIMITED
1420,BUR,Consumer Non-Durables,19291859.25,Packaged Foods,N,Burcon NutraScience Corp
1421,BURG,Consumer Services,9500519.02,Restaurants,N,"Chanticleer Holdings, Inc."
1422,BURL,Consumer Services,8296894406.89,Department/Specialty Retail Stores,N,"Burlington Stores, Inc."
1423,BUSE,Finance,1569926308.32,Major Banks,N,First Busey Corporation - Common Stock
1424,BUX,,,Materials,N,BUXTON RESOURCES LIMITED
1425,BUY,,,Energy,Y,BOUNTY OIL & GAS NL
1426,BUYN,,,,Y,USCF SummerHaven SHPEN Index Fund
1427,BUZ,,,,Y,Buzz US Sentiment Leaders ETF
1428,BV,Technology,473490968.5,Computer Software: Prepackaged Software,N,"Bazaarvoice, Inc."
1429,BVAL,,,,Y,Brand Value ETF
1430,BVN,Basic Industries,3745228353.12,Precious Metals,N,Buenaventura Mining Company Inc.
1431,BVS,,,Software & Services,N,BRAVURA SOLUTIONS LIMITED.
1432,BVSN,Technology,16690911.105,Computer Software: Prepackaged Software,N,"BroadVision, Inc."
1433,BVX,Health Care,78372972.225,Medical/Dental Instruments,N,Bovie Medical Corporation
1434,BVXV,Health Care,18526636.26,Biotechnology: Biological Products (No Diagnostic Substances),N,BiondVax Pharmaceuticals Ltd.
1436,BW,Capital Goods,253282480.25,Building Products,N,Babcock
1437,BWA,Capital Goods,12209657477.09,Auto Parts:O.E.M.,N,BorgWarner Inc. Common Stock
1438,BWEN,Capital Goods,43165159.5,Metal Fabrications,N,"Broadwind Energy, Inc."
1439,BWF,,,Diversified Financials,N,BLACKWALL LIMITED
1440,BWFG,Finance,268563606.0,Major Banks,N,"Bankwell Financial Group, Inc. - Common Stock"
1441,BWG,n/a,280843457.1,n/a,N,BrandywineGLOBAL Global Income Opportunities Fund 
1445,BWLD,Consumer Services,2433562752.5,Restaurants,N,"Buffalo Wild Wings, Inc. - Common Stock"
1446,BWP,Public Utilities,3376503589.18,Natural Gas Distribution,N,Boardwalk Pipeline Partners L.P.
1447,BWR,,,Real Estate,N,BLACKWALL PROPERTY TRUST
1448,BWV,,,,N,iPath Goldman Sachs Barclays Bank PLC iPath Exchange Traded Notes Linked to the CBOE S&P 500 BuyWrite Index Structured Product
1449,BWX,,,Household & Personal Products,Y,BWX LIMITED
1450,BWXT,Energy,6247518208.35,Industrial Machinery/Components,N,"BWX Technologies, Inc."
1451,BWZ,,,,Y,SPDR Bloomberg Barclays Short Term International Treasury Bond ETF
1452,BX,Finance,41076739587.12,Investment Managers,N,The Blackstone Group L.P.
1453,BXB,,,Commercial & Professional Services,N,BRAMBLES LIMITED
1454,BXC,Capital Goods,113909726.92,Wholesale Distributors,N,BlueLinx Holdings Inc.
1455,BXE,Energy,77029720.56,Oil & Gas Production,N,Bellatrix Exploration Ltd Ordinary Shares (Canada)
1456,BXG,Finance,1345220190.0,Real Estate,N,Bluegreen Vacations Corporation
1457,BXMT,Consumer Services,3333633471.72,Real Estate Investment Trusts,N,"Capital Trust, Inc."
1458,BXMX,n/a,1492221051.09,n/a,N,Nuveen S&P 500 Buy-Write Income Fund Common Shares of Beneficial Interest
1459,BXN,,,"Pharmaceuticals, Biotechnology & Life Sciences",N,BIOXYNE LIMITED
1460,BXP,Consumer Services,18904477585.0,Real Estate Investment Trusts,N,"Boston Properties, Inc."
1463,BXS,Finance,3138959577.0,Major Banks,N,BancorpSouth Bank
1464,BY,Finance,675948556.0,Major Banks,N,"Byline Bancorp, Inc. Common Stock"
1465,BYBK,Finance,133437718.05,Major Banks,N,"Bay Bancorp, Inc."
1466,BYD,Consumer Services,4185122190.5,Hotels/Resorts,N,Boyd Gaming Corporation
1467,BYE,,,Energy,N,BYRON ENERGY LIMITED
1468,BYFC,Finance,67804510.93,Savings Institutions,N,Broadway Financial Corporation - Common Stock
1469,BYH,,,Materials,N,BRYAH RESOURCES LIMITED
1470,BYI,,,Media,N,BEYOND INTERNATIONAL LIMITED
1471,BYL,,,Capital Goods,N,BRIERTY LIMITED
1472,BYLD,,,,Y,iShares Yield Optimized Bond ETF
1473,BYM,n/a,370480010.19,n/a,N,Blackrock Municipal Income Quality Trust Common Shares of Beneficial Interest
1474,BYSI,Health Care,571124050.0,Major Pharmaceuticals,N,"BeyondSpring, Inc."
1475,BZF,,,,Y,WisdomTree Brazilian Real Strategy Fund
1476,BZH,Capital Goods,694095240.06,Homebuilding,N,"Beazer Homes USA, Inc."
1477,BZM,n/a,28485875.7,n/a,N,BlackRock Maryland Municipal Bond Trust
1478,BZQ,,,,Y,ProShares UltraShort MSCI Brazil Capped
1479,BZUN,Consumer Services,1415348786.61,Catalog/Specialty Distribution,N,Baozun Inc.
1480,C,Finance,204830834862.53,Major Banks,N,Citigroup Inc.
1481,C$C,,,,N,Citigroup Inc. Depositary Shares representing 1/1000 Series C Noncumulative Preferred Stock (United States)
1482,C$J,,,,N,Citigroup Inc. Dep Shs Repstg 1/1000 Pfd Ser J Fixed/Fltg
1483,C$K,,,,N,Citigroup Inc. Dep Shs Repstg 1/1000th Pfd Ser K
1484,C$L,,,,N,Citigroup Inc. Depositary Share representing 1/1000 interest in a share of noncumulative series L
1485,C$N,,,,N,Citigroup Capital VIII 7.875% Fixed rate Floating Rate trust Preferred Securities (TruPS)
1486,C$P,,,,N,Citigroup Inc. Dep Shs Repstg 1/1000th Pfd Ser AA
1487,C$S,,,,N,"Citigroup Inc. Depositary Shares, each representing a 1/1,000th interest in a share of 6.300% Noncumulative Preferred Stock, Series S"
1488,C.A,,,,N,"Citigroup Inc. Warrants Class A expiring January 4, 2019"
1490,CA,Technology,14427190791.18,Computer Software: Prepackaged Software,N,CA Inc. - Common Stock
1492,CAA,Capital Goods,7350229059.1,Materials,N,"CalAtlantic Group, Inc. Common Stock"
1493,CAAS,Capital Goods,151258339.12,Auto Parts:O.E.M.,N,"China Automotive Systems, Inc. - Common Stock"
1494,CAB,,,Commercial & Professional Services,N,CABCHARGE AUSTRALIA LIMITED
1495,CABO,Consumer Services,4128190171.4,Television Services,N,"Cable One, Inc. Common Stock"
1496,CAC,Finance,668276230.43,Major Banks,N,Camden National Corporation - Common Stock
1497,CACC,Finance,6532451279.19,Finance: Consumer Services,N,Credit Acceptance Corporation
1498,CACG,n/a,57581137.6,n/a,Y,ClearBridge All Cap Growth ETF
1499,CACI,Technology,3418640012.7,EDP Services,N,"CACI International, Inc. Class A Common Stock"
1500,CAD,,,Materials,N,CAENEUS MINERALS LTD
1501,CADC,Basic Industries,10180973.712000001,Engineering & Construction,N,"China Advanced Construction Materials Group, Inc."
1502,CADE,Finance,2366587500.0,Major Banks,N,Cadence Bancorporation Class A Common Stock
1503,CAE,Miscellaneous,4987913014.35,Materials,N,CAE Inc
1504,CAF,n/a,564979426.3,Diversified Financials,N,Morgan Stanley China A Share Fund Inc. Common Stock
1505,CAFD,Public Utilities,1191809970.45,Electric Utilities: Central,N,8point3 Energy Partners LP - Class A Shares
1506,CAFE,,,,N,iPath Pure Beta Coffee ETN
1507,CAG,Consumer Non-Durables,14928623196.48,Software & Services,N,"ConAgra Brands, Inc. Common Stock"
1508,CAH,Health Care,22855954518.65,Other Pharmaceuticals,N,"Cardinal Health, Inc."
1509,CAI,Technology,585942404.03,Diversified Commercial Services,N,"CAI International, Inc."
1510,CAJ,Miscellaneous,42607287062.12,Health Care Equipment & Services,N,CAPITOL HEALTH LIMITED
1511,CAKE,Consumer Services,2178921713.15,Restaurants,N,The Cheesecake Factory Incorporated
1512,CAL,Consumer Non-Durables,1373613218.52,Shoe Manufacturing,N,"Caleres, Inc. Common Stock"
1513,CALA,Health Care,301551788.5,Major Pharmaceuticals,N,"Calithera Biosciences, Inc."
1514,CALD,Technology,2026418275.0,EDP Services,N,"Callidus Software, Inc. - Common Stock"
1515,CALF,,,,Y,Pacer US Small Cap Cash Cows 100 ETF
1516,CALI,Consumer Services,19216364.18,Motor Vehicles,N,China Auto Logistics Inc. - Common Stock
1517,CALL,Public Utilities,135369217.2,Telecommunications Equipment,N,magicJack VocalTec Ltd - Ordinary Shares
1518,CALM,Consumer Non-Durables,2168870535.2,Farming/Seeds/Milling,N,"Cal-Maine Foods, Inc. - Common Stock"
1519,CALX,Consumer Services,304888279.85,Telecommunications Equipment,N,"Calix, Inc"
1520,CAM,,,Not Applic,N,CLIME CAPITAL LIMITED
1521,CAMP,Technology,817228668.1,Radio And Television Broadcasting And Communications Equipment,N,CalAmp Corp.
1522,CAMT,Capital Goods,236943021.48,Electronic Components,N,Camtek Ltd.
1523,CAN,,,"Pharmaceuticals, Biotechnology & Life Sciences",N,CANN GROUP LIMITED
1524,CANE,,,,Y,Teucrium Sugar Fund ETV
1525,CANF,Health Care,$28.95M,Major Pharmaceuticals,N,Can-Fite Biopharma Ltd Sponsored ADR (Israel)
1526,CAP,,,Materials,N,CARPENTARIA RESOURCES LTD
1527,CAPE,,,,N,Barclays ETN Schiller CAPE
1528,CAPL,Energy,814279881.2,Oil Refining/Marketing,N,CrossAmerica Partners LP
1529,CAPR,Health Care,43707125.8,Major Pharmaceuticals,N,"Capricor Therapeutics, Inc."
1530,CAQ,,,Real Estate,N,CAQ HOLDINGS LIMITED
1531,CAR,Consumer Services,3492984838.2,Software & Services,N,"Avis Budget Group, Inc."
1532,CARA,Health Care,409236486.75,Major Pharmaceuticals,N,"Cara Therapeutics, Inc. - Common Stock"
1533,CARB,Technology,726628942.0,EDP Services,N,"Carbonite, Inc."
1534,CARG,Technology,3650583395.7,EDP Services,N,"CarGurus, Inc."
1535,CARO,Finance,808719168.0,Major Banks,N,Carolina Financial Corporation
1536,CARS,Technology,2204636275.8,EDP Services,N,Cars.com Inc. Common Stock 
1537,CART,Finance,45171736.0,Major Banks,N,"Carolina Trust BancShares, Inc. - Common Stock"
1538,CARV,Finance,10718652.3,Savings Institutions,N,"Carver Bancorp, Inc."
1539,CARZ,n/a,22306589.226,n/a,Y,First Trust NASDAQ Global Auto Index Fund
1540,CAS,,,Materials,N,CRUSADER RESOURCES LIMITED
1541,CASA,Technology,1598745601.0,Radio And Television Broadcasting And Communications Equipment,N,"Casa Systems, Inc. - Common Stock"
1542,CASC,Health Care,213364550.4,Biotechnology: Commercial Physical & Biological Resarch,N,"Cascadian Therapeutics, Inc."
1543,CASH,Finance,997895349.5,Savings Institutions,N,"Meta Financial Group, Inc. - Common Stock"
1544,CASI,Health Care,250506271.4,Biotechnology: Biological Products (No Diagnostic Substances),N,"CASI Pharmaceuticals, Inc."
1545,CASM,Health Care,30300285.7295,Medical/Dental Instruments,N,"CAS Medical Systems, Inc."
1546,CASS,Miscellaneous,724941715.68,Business Services,N,"Cass Information Systems, Inc - Common Stock"
1547,CASY,Consumer Durables,4616060636.16,Automotive Aftermarket,N,"Caseys General Stores, Inc."
1548,CAT,Capital Goods,100246308567.0,Construction/Ag Equipment/Trucks,N,CATAPULT GROUP INTERNATIONAL LTD
1549,CATB,Health Care,34624765.5,Major Pharmaceuticals,N,"Catabasis Pharmaceuticals, Inc."
1550,CATC,Finance,315349023.0,Major Banks,N,Cambridge Bancorp
1551,CATH,n/a,0.0,n/a,Y,Global X S&P 500 Catholic Values ETF
1552,CATM,Miscellaneous,1014128212.2,Business Services,N,Cardtronics plc
1553,CATO,Consumer Services,338430598.48,Clothing/Shoe/Accessory Stores,N,Cato Corporation (The) Class A Common Stock
1554,CATS,Health Care,74202428.57,Hospital/Nursing Management,N,"Catasys, Inc. - Common Stock"
1555,CATY,Finance,3603762328.53,Major Banks,N,Cathay General Bancorp - Common Stock
1557,CAV,,,Materials,N,CARNAVALE RESOURCES LIMITED
1558,CAVM,Technology,6197735178.3,Semiconductors,N,"Cavium, Inc. - Common Stock"
1559,CAW,Consumer Non-Durables,22421388.8,Package Goods/Cosmetics,N,"CCA Industries, Inc. Common Stock"
1560,CAY,,,Materials,N,CANYON RESOURCES LIMITED
1561,CAZ,,,Materials,N,CAZALY RESOURCES LIMITED
1562,CB,Finance,68491311814.44,Property-Casualty Insurers,N,Chubb Limited
1563,CBA,,,Banks,N,COMMONWEALTH BANK OF AUSTRALIA.
1565,CBAK,Miscellaneous,41826190.615,Industrial Machinery/Components,N,"CBAK Energy Technology, Inc. - Common Stock"
1566,CBAN,Finance,121947278.1,Major Banks,N,"Colony Bankcorp, Inc. - Common Stock"
1567,CBAY,Health Care,426359256.12,Major Pharmaceuticals,N,CymaBay Therapeutics Inc.
1568,CBB,Public Utilities,746683597.8,Telecommunications Equipment,N,Cincinnati Bell Inc
1571,CBC,,,Not Applic,N,CBG CAPITAL LIMITED
1572,CBD,Consumer Services,6237440777.72,Food Chains,N,Companhia Brasileira de Distribuicao ADS
1573,CBFV,Finance,126524373.75,Major Banks,N,"CB Financial Services, Inc. - Common Stock"
1574,CBG,Finance,15272266618.62,Real Estate,N,CBRE Group Inc Common Stock Class A
1575,CBH,n/a,170155351.84,n/a,N,AllianzGI Convertible & Income 2024 Target Term Fund Common Shares of Beneficial Interest
1576,CBI,Basic Industries,1922897869.44,Engineering & Construction,N,Chicago Bridge & Iron Company N.V. Common Stock
1577,CBIO,Health Care,99706327.0,Major Pharmaceuticals,N,"Catalyst Biosciences, Inc.  - Common Stock"
1578,CBK,Consumer Services,47292503.75,Clothing/Shoe/Accessory Stores,N,Christopher & Banks Corporation
1579,CBL,Consumer Services,965013086.04,Real Estate Investment Trusts,N,"CBL & Associates Properties, Inc."
1582,CBLI,Health Care,42750570.86,Biotechnology: Commercial Physical & Biological Resarch,N,"Cleveland BioLabs, Inc. - Common Stock"
1585,CBM,Health Care,1760155831.2,Major Pharmaceuticals,N,Cambrex Corporation Common Stock
1586,CBMG,Health Care,292197196.8,Biotechnology: Biological Products (No Diagnostic Substances),N,"Cellular Biomedicine Group, Inc. - Common Stock"
1587,CBND,,,,Y,SPDR Bloomberg Barclays Issuer Scored Corporate Bond ETF
1588,CBO,n/a,0.0,n/a,N,CBO (Listing Market - NYSE - Networks A/E) Common Stock
1589,CBOE,Finance,14921973012.48,Investment Bankers/Brokers/Service,N,"Cboe Global Markets, Inc."
1590,CBON,,,,Y,VanEck Vectors ChinaAMC China Bond ETF
1591,CBPO,Health Care,2261481121.31,Biotechnology: Biological Products (No Diagnostic Substances),N,"China Biologic Products Holdings, Inc. - Common Stock"
1592,CBPX,Capital Goods,1112592795.0,Building Materials,N,"Continental Building Products, Inc. Common Stock"
1593,CBRL,Consumer Services,4062798350.76,Restaurants,N,"Cracker Barrel Old Country Store, Inc. - Common Stock"
1594,CBS,n/a,22518884895.8,n/a,N,CBS Corporation Class B Common Stock
1596,CBSH,Finance,6516832187.52,Major Banks,N,"Commerce Bancshares, Inc."
1598,CBT,Basic Industries,4137616856.34,Major Chemicals,N,Cabot Corporation
1599,CBTX,Finance,728833129.2,Major Banks,N,"CBTX, Inc. - Common Stock"
1600,CBU,Finance,2804759037.58,Major Banks,N,"Community Bank System, Inc. Common Stock"
1601,CBX,n/a,0.0,n/a,N,CBX (Listing Market NYSE Networks AE) Common Stock
1602,CBZ,Miscellaneous,910525487.8,Business Services,N,"CBIZ, Inc. Common Stock"
1603,CC,Basic Industries,9672918463.36,Major Chemicals,N,Chemours Company (The) Common Stock
1604,CCA,n/a,31401597.8775,Software & Services,N,MFS California Municipal Fund Common Shares of Beneficial Interest
1605,CCB,,,Not Applic,N,CHINA CONSTRUCTION BANK CORPORATION
1606,CCBG,Finance,406845807.06,Major Banks,N,Capital City Bank Group
1607,CCC,Basic Industries,1082273597.1,Major Chemicals,N,Calgon Carbon Corporation Common Stock
1608,CCCL,Capital Goods,7019243.0,Building Materials,N,"China Ceramics Co., Ltd."
1609,CCCR,Finance,32094009.75,Major Banks,N,"China Commercial Credit, Inc. - Common Stock"
1610,CCD,n/a,501105420.6,n/a,N,Calamos Dynamic Convertible & Income Fund - Common Shares
1611,CCE,Consumer Non-Durables,19160547363.12,Utilities,N,CARNEGIE CLEAN ENERGY LIMITED
1612,CCF,Consumer Durables,1094981312.0,Building Products,N,Chase Corporation
1613,CCG,,,Software & Services,N,COMMSCHOICE GROUP LIMITED
1614,CCI,Consumer Services,43077347898.73,Real Estate Investment Trusts,N,Crown Castle International Corp. (REIT) Common Stock
1616,CCIH,Technology,47982617.32,EDP Services,N,ChinaCache International Holdings Ltd.
1618,CCJ,Basic Industries,3847105355.04,Energy,N,COUNTY INTERNATIONAL LIMITED
1619,CCK,Consumer Durables,7689807264.9,Containers/Packaging,N,"Crown Holdings, Inc."
1620,CCL,Consumer Services,49865100000.0,"Food, Beverage & Tobacco",N,COCA-COLA AMATIL LIMITED
1621,CCLP,Energy,265914273.59,Oilfield Services/Equipment,N,CSI Compressco LP
1622,CCM,Health Care,138764774.4,Medical/Nursing Services,N,Concord Medical Services Holdings Limited
1623,CCMP,Technology,2544312951.44,Semiconductors,N,Cabot Microelectronics Corporation - Common Stock
1624,CCNE,Finance,433749901.86,Major Banks,N,CNB Financial Corporation - Common Stock
1625,CCO,Consumer Services,1674330632.0,Advertising,N,"Clear Channel Outdoor Holdings, Inc."
1626,CCOI,Consumer Services,2086355910.4,Telecommunications Equipment,N,"Cogent Communications Holdings, Inc. - Common Stock"
1627,CCOR,,,,Y,Cambria Core Equity ETF
1628,CCP,,,Diversified Financials,N,CREDIT CORP GROUP LIMITED
1629,CCR,Energy,428847807.9,Coal Mining,N,CONSOL Coal Resources LP
1630,CCRC,Miscellaneous,381622272.0,Business Services,N,"China Customer Relations Centers, Inc."
1631,CCRN,Technology,472062988.34,Professional Services,N,"Cross Country Healthcare, Inc. - Common Stock"
1632,CCS,Capital Goods,959546768.4,Homebuilding,N,"Century Communities, Inc."
1633,CCT,n/a,5103512094.7,n/a,N,"Corporate Capital Trust, Inc. Common Stock"
1634,CCU,Consumer Non-Durables,5363334187.08,Beverages (Production/Distribution),N,"Compania Cervecerias Unidas, S.A."
1635,CCUR,Technology,56292467.32,Computer Manufacturing,N,"CCUR Holdings, Inc. - Common Stock"
1636,CCV,,,Retailing,N,CASH CONVERTERS INTERNATIONAL
1637,CCXI,Health Care,406713977.76,Major Pharmaceuticals,N,"ChemoCentryx, Inc."
1638,CCZ,Consumer Services,0.0,Materials,N,Comcast Corporation
1642,CDA,,,Technology Hardware & Equipment,N,CODAN LIMITED
1643,CDB,,,Materials,N,CONDOR BLANCO MINES LIMITED
1644,CDC,n/a,30771000.0,"Food, Beverage & Tobacco",Y,VictoryShares US EQ Income Enhanced Volatility Wtd ETF
1645,CDD,,,Capital Goods,N,CARDNO LIMITED
1646,CDE,Basic Industries,1598363490.99,Precious Metals,N,"Coeur Mining, Inc."
1647,CDEV,Energy,5639130525.28,Oil & Gas Production,N,"Centennial Resource Development, Inc."
1648,CDG,,,Materials,N,CLEVELAND MINING COMPANY LIMITED
1649,CDH,,,Materials,N,CHONGHERR INVESTMENTS LTD
1650,CDK,Miscellaneous,10153058186.62,Business Services,N,"CDK Global, Inc. - Common Stock"
1651,CDL,n/a,0.0,n/a,Y,VictoryShares US Large Cap High Div Volatility Wtd ETF
1652,CDM,,,Not Applic,N,CADENCE CAPITAL LIMITED
1653,CDMO,Health Care,166382956.8,Major Pharmaceuticals,N,"Avid Bioservices, Inc."
1655,CDNA,Health Care,171621612.0,Medical Specialities,N,"CareDx, Inc."
1656,CDNS,Technology,12666669600.0,Computer Software: Prepackaged Software,N,"Cadence Design Systems, Inc. - Common Stock"
