Symbol,Name,LastSale,MarketCap,IPOyear,Sector,Industry,Summary Quote
CSGS,"CSG Systems International, Inc.",45.47,$1.52B,1996,Technology,EDP Services,http://www.nasdaq.com/symbol/csgs
CCLP,CSI Compressco LP,7.07,$265.91M,2011,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/cclp
CSPI,CSP Inc.,17.69,$70.32M,1982,Technology,EDP Services,http://www.nasdaq.com/symbol/cspi
CSWI,"CSW Industrials, Inc.",48.9,$780.92M,n/a,Basic Industries,Home Furnishings,http://www.nasdaq.com/symbol/cswi
CSX,CSX Corporation,57.69,$51.56B,n/a,Transportation,Railroads,http://www.nasdaq.com/symbol/csx
CTIC,CTI BioPharma Corp.,3.41,$146.52M,1997,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ctic
CTIB,CTI Industries Corporation,4.5201,$15.93M,1997,Basic Industries,Specialty Chemicals,http://www.nasdaq.com/symbol/ctib
CTRP,"Ctrip.com International, Ltd.",48.34,$24.81B,2003,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ctrp
CUE,"Cue Biopharma, Inc.",15.37,$317.25M,2018,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cue
CUI,"CUI Global, Inc.",2.61,$74.14M,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/cui
CPIX,Cumberland Pharmaceuticals Inc.,7.03,$110.71M,2009,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cpix
CRIS,"Curis, Inc.",0.72,$118.07M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/cris
CUTR,"Cutera, Inc.",49,$678.89M,2004,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/cutr
CVBF,CVB Financial Corporation,24.37,$2.68B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cvbf
CVV,CVD Equipment Corporation,11.18,$71.66M,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cvv
CYAN,Cyanotech Corporation,3.75,$21.54M,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/cyan
CYBR,CyberArk Software Ltd.,41.91,$1.44B,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cybr
CYBE,CyberOptics Corporation,16.6,$115.83M,1987,Capital Goods,Electronic Components,http://www.nasdaq.com/symbol/cybe
CYCC,"Cyclacel Pharmaceuticals, Inc.",1.66,$19.76M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cycc
CYCCP,"Cyclacel Pharmaceuticals, Inc.",5.85,$1.96M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cyccp
CBAY,CymaBay Therapeutics Inc.,9.72,$426.36M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cbay
CY,Cypress Semiconductor Corporation,17.1,$5.71B,1986,Technology,Semiconductors,http://www.nasdaq.com/symbol/cy
CYRN,CYREN Ltd.,2.4,$119.61M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cyrn
CONE,CyrusOne Inc,55.82,$5.1B,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cone
CYTK,"Cytokinetics, Incorporated",8.85,$476.88M,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cytk
CTMX,"CytomX Therapeutics, Inc.",25.65,$985.18M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ctmx
CYTX,Cytori Therapeutics Inc,0.355,$12.47M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/cytx
CYTXW,Cytori Therapeutics Inc,0.0379,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/cytxw
CTSO,Cytosorbents Corporation,7.4,$212.32M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ctso
CYTR,CytRx Corporation,1.79,$49.47M,1986,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/cytr
DJCO,Daily Journal Corp. (S.C.),239.6,$330.83M,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/djco
DAKT,"Daktronics, Inc.",9.38,$417.17M,1994,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/dakt
DARE,"Dare Bioscience, Inc.",2.28,$13.79M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/dare
DRIO,DarioHealth Corp.,1.69,$23.39M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/drio
DRIOW,DarioHealth Corp.,0.33,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/driow
DZSI,"DASAN Zhone Solutions, Inc.",9.97,$163.38M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/dzsi
DSKE,"Daseke, Inc.",14.02,$682.77M,2015,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/dske
DSKEW,"Daseke, Inc.",1.91,n/a,2015,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/dskew
DAIO,Data I/O Corporation,10.83,$89.25M,1981,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/daio
DWCH,Datawatch Corporation,11.2,$137.29M,1992,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/dwch
PLAY,"Dave & Buster&#39;s Entertainment, Inc.",46.39,$1.89B,2014,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/play
DTEA,DAVIDsTEA Inc.,3.85,$99.5M,2015,Consumer Non-Durables,Food Chains,http://www.nasdaq.com/symbol/dtea
DFNL,Davis Select Financial ETF,24.97,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dfnl
DUSA,Davis Select U.S. Equity ETF,24.6783,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dusa
DWLD,Davis Select Worldwide ETF,27.91,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dwld
DWSN,Dawson Geophysical Company,5.9,$128.14M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/dwsn
DBVT,DBV Technologies S.A.,24.54,$1.23B,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/dbvt
DCPH,"Deciphera Pharmaceuticals, Inc.",24.98,$814.14M,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/dcph
DFRG,"Del Frisco&#39;s Restaurant Group, Inc.",16.85,$357.54M,2012,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/dfrg
TACO,"Del Taco Restaurants, Inc.",13.65,$527.94M,2014,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/taco
TACOW,"Del Taco Restaurants, Inc.",3.9862,n/a,2014,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/tacow
DMPI,"DelMar Pharmaceuticals, Inc.",1.42,$30.67M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/dmpi
DELT,Delta Technology Holdings Limited,1.81,$18.21M,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/delt
DNLI,Denali Therapeutics Inc.,17.62,$1.55B,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/dnli
DENN,Denny&#39;s Corporation,15.06,$983.16M,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/denn
XRAY,DENTSPLY SIRONA Inc.,62.65,$14.39B,1987,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/xray
DEPO,"Depomed, Inc.",8.15,$513.56M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/depo
DERM,"Dermira, Inc.",27.25,$1.14B,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/derm
DEST,Destination Maternity Corporation,2.37,$34.62M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/dest
DXLG,"Destination XL Group, Inc.",2.4,$116.85M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/dxlg
DSWL,"Deswell Industries, Inc.",2.76,$43.84M,1995,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/dswl
DTRM,"Determine, Inc. ",1.9861,$29.41M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/dtrm
DXCM,"DexCom, Inc.",56.32,$4.89B,2005,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/dxcm
DHXM,DHX Media Ltd.,3.65,$122.59M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dhxm
DHIL,"Diamond Hill Investment Group, Inc.",215.39,$747.24M,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/dhil
FANG,"Diamondback Energy, Inc.",127.44,$12.51B,2012,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/fang
DCIX,Diana Containerships Inc.,3.16,$2.39M,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/dcix
DRNA,"Dicerna Pharmaceuticals, Inc.",9.335,$482.08M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/drna
DFBG,Differential Brands Group Inc.,1.1044,$14.72M,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/dfbg
DFFN,Diffusion Pharmaceuticals Inc.,1.11,$16.12M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/dffn
DGII,Digi International Inc.,10.2,$273.32M,1989,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/dgii
DMRC,Digimarc Corporation,37.7,$439.59M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/dmrc
DRAD,Digirad Corporation,2.65,$53.14M,2004,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/drad
DGLY,"Digital Ally, Inc.",2.3,$16.05M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/dgly
APPS,"Digital Turbine, Inc.",2.05,$147.69M,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/apps
DCOM,"Dime Community Bancshares, Inc.",21.75,$813.95M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/dcom
DIOD,Diodes Incorporated,29.57,$1.46B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/diod
DISCA,"Discovery Communications, Inc.",24.7,$9.36B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/disca
DISCB,"Discovery Communications, Inc.",28,$10.61B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/discb
DISCK,"Discovery Communications, Inc.",23.4,$8.87B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/disck
DISH,DISH Network Corporation,45.45,$21.2B,1995,Consumer Services,Television Services,http://www.nasdaq.com/symbol/dish
DVCR,Diversicare Healthcare Services Inc.,9.8204,$63.42M,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/dvcr
SAUC,"Diversified Restaurant Holdings, Inc.",1.62,$43.55M,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/sauc
DLHC,DLH Holdings Corp.,6.16,$73.2M,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/dlhc
BOOM,DMC Global Inc.,24.7,$364.8M,n/a,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/boom
DNBF,DNB Financial Corp,34,$145.14M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/dnbf
DOGZ,Dogness (International) Corporation,4.6554,$121.04M,2017,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/dogz
DLTR,"Dollar Tree, Inc.",112.8,$26.74B,1995,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/dltr
DLPN,"Dolphin Entertainment, Inc.",3.25,$30.44M,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/dlpn
DLPNW,"Dolphin Entertainment, Inc.",0.41,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/dlpnw
DGICA,"Donegal Group, Inc.",17.84,$489.37M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/dgica
DGICB,"Donegal Group, Inc.",15.5,$425.18M,1986,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/dgicb
DMLP,"Dorchester Minerals, L.P.",15.55,$501.95M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/dmlp
DORM,"Dorman Products, Inc.",72.55,$2.45B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/dorm
DOVA,"Dova Pharmaceuticals, Inc.",30.22,$775.22M,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/dova
LYL,Dragon Victory International Limited,5.2472,$61.22M,2017,Finance,Finance/Investors Services,http://www.nasdaq.com/symbol/lyl
DOTA,"Draper Oakwood Technology Acquisition, Inc.",9.83,$74.46M,2017,Finance,Business Services,http://www.nasdaq.com/symbol/dota
DOTAR,"Draper Oakwood Technology Acquisition, Inc.",0.6498,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/dotar
DOTAU,"Draper Oakwood Technology Acquisition, Inc.",10.75,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/dotau
DOTAW,"Draper Oakwood Technology Acquisition, Inc.",0.9,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/dotaw
DRYS,DryShips Inc.,3.7,$385.82M,2005,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/drys
DSPG,"DSP Group, Inc.",13.25,$295.78M,1994,Technology,Semiconductors,http://www.nasdaq.com/symbol/dspg
DLTH,Duluth Holdings Inc.,17.51,$568.4M,2015,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/dlth
DNKN,"Dunkin&#39; Brands Group, Inc.",63.79,$5.76B,2011,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/dnkn
DRRX,DURECT Corporation,1.16,$172.31M,2000,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/drrx
DXPE,"DXP Enterprises, Inc.",33.9,$589.58M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/dxpe
DYSL,Dynasil Corporation of America,1.26,$21.56M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/dysl
DYNT,Dynatronics Corporation,3,$14.76M,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/dynt
DVAX,Dynavax Technologies Corporation,15.675,$949.85M,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/dvax
ETFC,E*TRADE Financial Corporation,54,$14.47B,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/etfc
EBMT,"Eagle Bancorp Montana, Inc.",21.05,$105.26M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ebmt
EGBN,"Eagle Bancorp, Inc.",61.85,$2.11B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/egbn
EGLE,Eagle Bulk Shipping Inc.,4.97,$368.39M,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/egle
EFBI,"Eagle Financial Bancorp, Inc.",15.96,$25.74M,2017,Finance,Savings Institutions,http://www.nasdaq.com/symbol/efbi
EGRX,"Eagle Pharmaceuticals, Inc.",58.5,$872.91M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/egrx
EWBC,"East West Bancorp, Inc.",67.21,$9.71B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ewbc
EACQ,Easterly Acquisition Corp.,10.15,$65.51M,2015,Capital Goods,Building Products,http://www.nasdaq.com/symbol/eacq
EACQU,Easterly Acquisition Corp.,10.1,n/a,2015,Capital Goods,Building Products,http://www.nasdaq.com/symbol/eacqu
EACQW,Easterly Acquisition Corp.,0.72,n/a,2015,Capital Goods,Building Products,http://www.nasdaq.com/symbol/eacqw
EML,Eastern Company (The),27.35,$171.25M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/eml
EAST,"Eastside Distilling, Inc.",4.06,$19.59M,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/east
EASTW,"Eastside Distilling, Inc.",0.49,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/eastw
EVGBC,Eaton Vance Global Income Builder NextShares,99.98,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/evgbc
EVFTC,Eaton Vance NextShares Trust II,100.05,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/evftc
OKDCC,Eaton Vance NextShares Trust II,100.13,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/okdcc
EVSTC,Eaton Vance Stock NextShares,100.02,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/evstc
EVLMC,Eaton Vance TABS 5-to-15 Year Laddered Municipal Bond NextShar,100.06,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/evlmc
EBAY,eBay Inc.,37.99,$39.68B,1998,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ebay
EBAYL,eBay Inc.,26.38,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ebayl
EBIX,"Ebix, Inc.",81.95,$2.58B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/ebix
ELON,Echelon Corporation,5.41,$24.46M,1998,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/elon
ECHO,"Echo Global Logistics, Inc.",28.85,$805.13M,2009,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/echo
SATS,EchoStar Corporation,61.46,$5.88B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/sats
EEI,"Ecology and Environment, Inc.",10.6,$45.6M,1987,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/eei
ESES,"Eco-Stim Energy Solutions, Inc.",1.39,$103.62M,n/a,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/eses
EDAP,EDAP TMS S.A.,2.75,$79M,1997,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/edap
EDGE,"Edge Therapeutics, Inc.",10.66,$328.96M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/edge
EDGW,"Edgewater Technology, Inc.",6.13,$85.91M,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/edgw
EDIT,"Editas Medicine, Inc.",30.38,$1.37B,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/edit
EDUC,Educational Development Corporation,16.15,$66.05M,n/a,Consumer Durables,Consumer Specialties,http://www.nasdaq.com/symbol/educ
EGAN,eGain Corporation,5.7,$155.23M,1999,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/egan
EGLT,Egalet Corporation,0.965,$44.34M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/eglt
EHTH,"eHealth, Inc.",18.53,$345.07M,2006,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/ehth
EIGR,"Eiger BioPharmaceuticals, Inc.",8.45,$88.86M,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/eigr
EKSO,"Ekso Bionics Holdings, Inc.",1.88,$112.62M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ekso
LOCO,"El Pollo Loco Holdings, Inc.",10.45,$403.92M,2014,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/loco
EMITF,Elbit Imaging Ltd.,2.87,$26.38M,n/a,Consumer Services,Building operators,http://www.nasdaq.com/symbol/emitf
ESLT,Elbit Systems Ltd.,141.06,$6.03B,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/eslt
ERI,"Eldorado Resorts, Inc.",32,$2.46B,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/eri
ESIO,"Electro Scientific Industries, Inc.",22.01,$737.15M,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/esio
EA,Electronic Arts Inc.,113.14,$34.84B,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ea
EFII,"Electronics for Imaging, Inc.",29.35,$1.34B,1992,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/efii
ELSE,"Electro-Sensors, Inc.",4.09,$13.89M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/else
ELEC,Electrum Special Acquisition Corporation,10.35,$186.61M,2015,Finance,Business Services,http://www.nasdaq.com/symbol/elec
ELECU,Electrum Special Acquisition Corporation,10.6,$191.12M,2015,Finance,Business Services,http://www.nasdaq.com/symbol/elecu
ELECW,Electrum Special Acquisition Corporation,0.4399,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/elecw
EBIO,"Eleven Biotherapeutics, Inc.",0.8,$25.47M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ebio
DWAC,Elkhorn Commodity Rotation Strategy ETF,26.3065,$2.63M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dwac
ESBK,Elmira Savings Bank NY (The),20.9,$57.6M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/esbk
ELTK,Eltek Ltd.,4.71,$9.55M,1997,Technology,Electrical Products,http://www.nasdaq.com/symbol/eltk
EMCI,EMC Insurance Group Inc.,28.25,$604.54M,1982,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/emci
EMCF,Emclaire Financial Corp,30.5,$69.06M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/emcf
EMKR,EMCORE Corporation,6.7,$181.76M,1997,Technology,Semiconductors,http://www.nasdaq.com/symbol/emkr
EMMS,Emmis Communications Corporation,3.1,$39.58M,1994,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/emms
NYNY,"Empire Resorts, Inc.",26.8,$872.54M,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/nyny
ENTA,"Enanta Pharmaceuticals, Inc.",65.78,$1.26B,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/enta
ECPG,Encore Capital Group Inc,41.15,$1.06B,n/a,Finance,Finance Companies,http://www.nasdaq.com/symbol/ecpg
WIRE,Encore Wire Corporation,51.45,$1.07B,1992,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/wire
ENDP,Endo International plc,7.69,$1.72B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/endp
ECYT,"Endocyte, Inc.",3.89,$186.26M,2011,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ecyt
ELGX,"Endologix, Inc.",4.24,$353.84M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/elgx
